candidate_order,family,T_cov,T_mean,T_min,T_contradiction,eligible_count,tn,fp,fn,tp,sample_accuracy,sample_precision,sample_recall,sample_f1,weighted_accuracy,weighted_precision,weighted_recall,weighted_f1,rescued_by_coverage,rescued_by_nli,rescue_mechanism_overlap,weighted_confusion_proportions_json,metrics_by_stratum_json
21,combined,0.5,0.65,0.1,0.5,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
22,combined,0.5,0.65,0.2,0.5,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
23,combined,0.5,0.65,0.3,0.5,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
24,combined,0.6,0.45,0.1,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
25,combined,0.6,0.45,0.2,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
26,combined,0.6,0.45,0.3,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
27,combined,0.6,0.55,0.1,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
28,combined,0.6,0.55,0.2,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
29,combined,0.6,0.55,0.3,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
30,combined,0.6,0.65,0.1,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
31,combined,0.6,0.65,0.2,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
32,combined,0.6,0.65,0.3,0.5,120,42,0,26,52,0.7833333333333333,1.0,0.6666666666666666,0.8,0.8296601941747573,1.0,0.6970414995874984,0.821478437335715,21,4,3,"{""fn"":0.17033980582524272,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.39191477885652637}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":7,""fp"":0,""tn"":2,""tp"":21},""development_population_count"":1014,""f1"":0.8571428571428571,""precision"":1.0,""recall"":0.75,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
33,combined,0.7,0.45,0.1,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
34,combined,0.7,0.45,0.2,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
35,combined,0.7,0.45,0.3,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
36,combined,0.7,0.55,0.1,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
37,combined,0.7,0.55,0.2,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
38,combined,0.7,0.55,0.3,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
39,combined,0.7,0.65,0.1,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
40,combined,0.7,0.65,0.2,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
41,combined,0.7,0.65,0.3,0.5,120,42,0,32,46,0.7333333333333333,1.0,0.5897435897435898,0.7419354838709677,0.7968446601941748,1.0,0.6386773085704419,0.7795034510212564,14,4,2,"{""fn"":0.20315533980582523,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.35909924487594386}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.5666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":13,""fp"":0,""tn"":2,""tp"":15},""development_population_count"":1014,""f1"":0.6976744186046512,""precision"":1.0,""recall"":0.5357142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
