candidate_order,family,T_cov,T_mean,T_min,T_contradiction,historically_evaluated_in_phase03_6b,new_phase03_6c_candidate,eligible_count,tn,fp,fn,tp,sample_accuracy,sample_precision,sample_recall,sample_f1,weighted_accuracy,weighted_precision,weighted_recall,weighted_f1,rescued_by_coverage,rescued_by_nli,rescue_mechanism_overlap,weighted_confusion_proportions_json,metrics_by_stratum_json
41,combined,0.3,0.45,0.1,0.5,False,True,120,41,1,21,57,0.8166666666666667,0.9827586206896551,0.7307692307692307,0.8382352941176471,0.8515372168284789,0.987122991935996,0.7456783254350453,0.8495794783235967,27,4,3,"{""fn"":0.14299352750809063,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
42,combined,0.4,0.3,0.0,0.5,False,True,120,37,5,21,57,0.7833333333333333,0.9193548387096774,0.7307692307692307,0.8142857142857143,0.8139967637540453,0.8916160470678058,0.7617850770322903,0.8216031659812214,25,13,6,"{""fn"":0.13393743257820928,""fp"":0.052065803667745415,""tn"":0.3856796116504855,""tp"":0.4283171521035598}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.4666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":2,""tn"":13,""tp"":1},""development_population_count"":787,""f1"":0.1111111111111111,""precision"":0.3333333333333333,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
43,combined,0.4,0.3,0.05,0.5,False,True,120,41,1,22,56,0.8083333333333333,0.9824561403508771,0.717948717948718,0.8296296296296296,0.8472923408845738,0.9898456853839802,0.735950960265536,0.8442221561960098,25,5,3,"{""fn"":0.14846278317152103,""fp"":0.004244875943905071,""tn"":0.4335005393743258,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
44,combined,0.4,0.3,0.1,0.5,False,True,120,41,1,22,56,0.8083333333333333,0.9824561403508771,0.717948717948718,0.8296296296296296,0.8472923408845738,0.9898456853839802,0.735950960265536,0.8442221561960098,25,5,3,"{""fn"":0.14846278317152103,""fp"":0.004244875943905071,""tn"":0.4335005393743258,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
45,combined,0.4,0.35,0.0,0.5,False,True,120,38,4,21,57,0.7916666666666666,0.9344262295081968,0.7307692307692307,0.8201438848920862,0.8182416396979504,0.8995650006796865,0.7617850770322903,0.8249618217517324,25,12,6,"{""fn"":0.13393743257820928,""fp"":0.04782092772384035,""tn"":0.3899244875943906,""tp"":0.4283171521035598}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
46,combined,0.4,0.35,0.05,0.5,False,True,120,42,0,22,56,0.8166666666666667,1.0,0.717948717948718,0.835820895522388,0.8515372168284789,1.0,0.735950960265536,0.8478937217822823,25,4,3,"{""fn"":0.14846278317152103,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
47,combined,0.4,0.35,0.1,0.5,False,True,120,42,0,22,56,0.8166666666666667,1.0,0.717948717948718,0.835820895522388,0.8515372168284789,1.0,0.735950960265536,0.8478937217822823,25,4,3,"{""fn"":0.14846278317152103,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
48,combined,0.4,0.4,0.0,0.5,False,True,120,39,3,22,56,0.7916666666666666,0.9491525423728814,0.717948717948718,0.8175182481751825,0.8079611650485437,0.9047242794471437,0.735950960265536,0.8116569155407907,25,10,6,"{""fn"":0.14846278317152103,""fp"":0.043576051779935274,""tn"":0.3941693635382956,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":3,""tn"":22,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
49,combined,0.4,0.4,0.05,0.5,False,True,120,42,0,22,56,0.8166666666666667,1.0,0.717948717948718,0.835820895522388,0.8515372168284789,1.0,0.735950960265536,0.8478937217822823,25,4,3,"{""fn"":0.14846278317152103,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
50,combined,0.4,0.4,0.1,0.5,False,True,120,42,0,22,56,0.8166666666666667,1.0,0.717948717948718,0.835820895522388,0.8515372168284789,1.0,0.735950960265536,0.8478937217822823,25,4,3,"{""fn"":0.14846278317152103,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
51,combined,0.4,0.45,0.0,0.5,False,True,120,41,1,22,56,0.8083333333333333,0.9824561403508771,0.717948717948718,0.8296296296296296,0.8370118662351671,0.9660873945346933,0.735950960265536,0.8354605449436979,25,8,6,"{""fn"":0.14846278317152103,""fp"":0.014525350593311758,""tn"":0.4232200647249191,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":1,""tn"":24,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
52,combined,0.4,0.45,0.05,0.5,False,True,120,42,0,22,56,0.8166666666666667,1.0,0.717948717948718,0.835820895522388,0.8515372168284789,1.0,0.735950960265536,0.8478937217822823,25,4,3,"{""fn"":0.14846278317152103,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
53,combined,0.4,0.45,0.1,0.5,False,True,120,42,0,22,56,0.8166666666666667,1.0,0.717948717948718,0.835820895522388,0.8515372168284789,1.0,0.735950960265536,0.8478937217822823,25,4,3,"{""fn"":0.14846278317152103,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.413791801510248}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":3,""fp"":0,""tn"":2,""tp"":25},""development_population_count"":1014,""f1"":0.9433962264150945,""precision"":1.0,""recall"":0.8928571428571429,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
54,combined,0.45,0.3,0.0,0.5,False,True,120,37,5,23,55,0.7666666666666667,0.9166666666666666,0.7051282051282052,0.7971014492753623,0.8030582524271845,0.889090595737347,0.7423303466932714,0.8091093022161576,23,13,6,"{""fn"":0.1448759439050701,""fp"":0.052065803667745415,""tn"":0.3856796116504855,""tp"":0.417378640776699}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.4666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":2,""tn"":13,""tp"":1},""development_population_count"":787,""f1"":0.1111111111111111,""precision"":0.3333333333333333,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
55,combined,0.45,0.3,0.05,0.5,False,True,120,41,1,24,54,0.7916666666666666,0.9818181818181818,0.6923076923076923,0.81203007518797,0.8363538295577131,0.9895728443478722,0.7164962299265172,0.8311799597146641,23,5,3,"{""fn"":0.15940129449838186,""fp"":0.004244875943905071,""tn"":0.4335005393743258,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
56,combined,0.45,0.3,0.1,0.5,False,True,120,41,1,24,54,0.7916666666666666,0.9818181818181818,0.6923076923076923,0.81203007518797,0.8363538295577131,0.9895728443478722,0.7164962299265172,0.8311799597146641,23,5,3,"{""fn"":0.15940129449838186,""fp"":0.004244875943905071,""tn"":0.4335005393743258,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
57,combined,0.45,0.35,0.0,0.5,False,True,120,38,4,23,55,0.775,0.9322033898305084,0.7051282051282052,0.8029197080291971,0.8073031283710896,0.897203413412485,0.7423303466932714,0.8124520972229514,23,12,6,"{""fn"":0.1448759439050701,""fp"":0.04782092772384035,""tn"":0.3899244875943906,""tp"":0.417378640776699}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
58,combined,0.45,0.35,0.05,0.5,False,True,120,42,0,24,54,0.8,1.0,0.6923076923076923,0.8181818181818181,0.8405987055016181,1.0,0.7164962299265172,0.8348357746840961,23,4,3,"{""fn"":0.15940129449838186,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
59,combined,0.45,0.35,0.1,0.5,False,True,120,42,0,24,54,0.8,1.0,0.6923076923076923,0.8181818181818181,0.8405987055016181,1.0,0.7164962299265172,0.8348357746840961,23,4,3,"{""fn"":0.15940129449838186,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
60,combined,0.45,0.4,0.0,0.5,False,True,120,39,3,24,54,0.775,0.9473684210526315,0.6923076923076923,0.7999999999999999,0.7970226537216829,0.902389812487918,0.7164962299265172,0.7987701192449601,23,10,6,"{""fn"":0.15940129449838186,""fp"":0.043576051779935274,""tn"":0.3941693635382956,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":3,""tn"":22,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
