candidate_order,family,T_cov,T_mean,T_min,T_contradiction,historically_evaluated_in_phase03_6b,new_phase03_6c_candidate,eligible_count,tn,fp,fn,tp,sample_accuracy,sample_precision,sample_recall,sample_f1,weighted_accuracy,weighted_precision,weighted_recall,weighted_f1,rescued_by_coverage,rescued_by_nli,rescue_mechanism_overlap,weighted_confusion_proportions_json,metrics_by_stratum_json
21,combined,0.2,0.35,0.0,0.5,False,True,120,37,5,18,60,0.8083333333333333,0.9230769230769231,0.7692307692307693,0.8391608391608392,0.8291801510248114,0.8929948446908981,0.7909671725408185,0.8388901889364819,29,12,6,"{""fn"":0.11752966558791803,""fp"":0.05329018338727076,""tn"":0.38445523193096015,""tp"":0.44472491909385115}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
22,combined,0.2,0.35,0.05,0.5,False,True,120,41,1,19,59,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.8550724637681159,0.8624757281553398,0.9874463001250418,0.7651330557740642,0.8621895521984704,29,4,3,"{""fn"":0.13205501618122978,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
23,combined,0.2,0.35,0.1,0.5,False,True,120,41,1,19,59,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.8550724637681159,0.8624757281553398,0.9874463001250418,0.7651330557740642,0.8621895521984704,29,4,3,"{""fn"":0.13205501618122978,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
24,combined,0.2,0.4,0.0,0.5,False,True,120,38,4,19,59,0.8083333333333333,0.9365079365079365,0.7564102564102564,0.8368794326241135,0.8188996763754046,0.8976612794309639,0.7651330557740642,0.8261157778076998,29,10,6,"{""fn"":0.13205501618122978,""fp"":0.049045307443365695,""tn"":0.3887001078748652,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":3,""tn"":22,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
25,combined,0.2,0.4,0.05,0.5,False,True,120,41,1,19,59,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.8550724637681159,0.8624757281553398,0.9874463001250418,0.7651330557740642,0.8621895521984704,29,4,3,"{""fn"":0.13205501618122978,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
26,combined,0.2,0.4,0.1,0.5,False,True,120,41,1,19,59,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.8550724637681159,0.8624757281553398,0.9874463001250418,0.7651330557740642,0.8621895521984704,29,4,3,"{""fn"":0.13205501618122978,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
27,combined,0.2,0.45,0.0,0.5,False,True,120,40,2,19,59,0.825,0.9672131147540983,0.7564102564102564,0.8489208633093525,0.8479503775620281,0.9555867059641052,0.7651330557740642,0.8498199330875617,29,8,6,"{""fn"":0.13205501618122978,""fp"":0.019994606256742178,""tn"":0.41775080906148865,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":1,""tn"":24,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
28,combined,0.2,0.45,0.05,0.5,False,True,120,41,1,19,59,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.8550724637681159,0.8624757281553398,0.9874463001250418,0.7651330557740642,0.8621895521984704,29,4,3,"{""fn"":0.13205501618122978,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
29,combined,0.2,0.45,0.1,0.5,False,True,120,41,1,19,59,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.8550724637681159,0.8624757281553398,0.9874463001250418,0.7651330557740642,0.8621895521984704,29,4,3,"{""fn"":0.13205501618122978,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.43019956850053936}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":1,""tn"":1,""tp"":28},""development_population_count"":1014,""f1"":0.9824561403508771,""precision"":0.9655172413793104,""recall"":1.0,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
30,combined,0.3,0.3,0.0,0.5,False,True,120,36,6,20,58,0.7833333333333333,0.90625,0.7435897435897436,0.8169014084507042,0.8139967637540454,0.882897322457762,0.7715124422017997,0.8234553301285497,27,13,6,"{""fn"":0.12846817691477885,""fp"":0.057535059331175836,""tn"":0.3802103559870551,""tp"":0.4337864077669903}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.4666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":2,""tn"":13,""tp"":1},""development_population_count"":787,""f1"":0.1111111111111111,""precision"":0.3333333333333333,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
31,combined,0.3,0.3,0.05,0.5,False,True,120,40,2,21,57,0.8083333333333333,0.9661016949152542,0.7307692307692307,0.8321167883211679,0.8472923408845738,0.9773550269074084,0.7456783254350453,0.8459412103997301,27,5,3,"{""fn"":0.14299352750809063,""fp"":0.009714131607335492,""tn"":0.4280312837108954,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
32,combined,0.3,0.3,0.1,0.5,False,True,120,40,2,21,57,0.8083333333333333,0.9661016949152542,0.7307692307692307,0.8321167883211679,0.8472923408845738,0.9773550269074084,0.7456783254350453,0.8459412103997301,27,5,3,"{""fn"":0.14299352750809063,""fp"":0.009714131607335492,""tn"":0.4280312837108954,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
33,combined,0.3,0.35,0.0,0.5,False,True,120,37,5,20,58,0.7916666666666666,0.9206349206349206,0.7435897435897436,0.8226950354609929,0.8182416396979504,0.8905917788802268,0.7715124422017997,0.8267864669538311,27,12,6,"{""fn"":0.12846817691477885,""fp"":0.05329018338727076,""tn"":0.38445523193096015,""tp"":0.4337864077669903}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
34,combined,0.3,0.35,0.05,0.5,False,True,120,41,1,21,57,0.8166666666666667,0.9827586206896551,0.7307692307692307,0.8382352941176471,0.8515372168284789,0.987122991935996,0.7456783254350453,0.8495794783235967,27,4,3,"{""fn"":0.14299352750809063,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
35,combined,0.3,0.35,0.1,0.5,False,True,120,41,1,21,57,0.8166666666666667,0.9827586206896551,0.7307692307692307,0.8382352941176471,0.8515372168284789,0.987122991935996,0.7456783254350453,0.8495794783235967,27,4,3,"{""fn"":0.14299352750809063,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
36,combined,0.3,0.4,0.0,0.5,False,True,120,38,4,21,57,0.7916666666666666,0.9344262295081968,0.7307692307692307,0.8201438848920862,0.8079611650485437,0.8952708928406892,0.7456783254350453,0.8136560141521778,27,10,6,"{""fn"":0.14299352750809063,""fp"":0.049045307443365695,""tn"":0.3887001078748652,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":3,""tn"":22,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
37,combined,0.3,0.4,0.05,0.5,False,True,120,41,1,21,57,0.8166666666666667,0.9827586206896551,0.7307692307692307,0.8382352941176471,0.8515372168284789,0.987122991935996,0.7456783254350453,0.8495794783235967,27,4,3,"{""fn"":0.14299352750809063,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
38,combined,0.3,0.4,0.1,0.5,False,True,120,41,1,21,57,0.8166666666666667,0.9827586206896551,0.7307692307692307,0.8382352941176471,0.8515372168284789,0.987122991935996,0.7456783254350453,0.8495794783235967,27,4,3,"{""fn"":0.14299352750809063,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
39,combined,0.3,0.45,0.0,0.5,False,True,120,40,2,21,57,0.8083333333333333,0.9661016949152542,0.7307692307692307,0.8321167883211679,0.8370118662351671,0.9544807092512095,0.7456783254350453,0.8372576475657043,27,8,6,"{""fn"":0.14299352750809063,""fp"":0.019994606256742178,""tn"":0.41775080906148865,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":1,""tn"":24,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
40,combined,0.3,0.45,0.05,0.5,False,True,120,41,1,21,57,0.8166666666666667,0.9827586206896551,0.7307692307692307,0.8382352941176471,0.8515372168284789,0.987122991935996,0.7456783254350453,0.8495794783235967,27,4,3,"{""fn"":0.14299352750809063,""fp"":0.00546925566343042,""tn"":0.43227615965480043,""tp"":0.4192610571736785}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.9,""completed_count"":30,""confusion_matrix"":{""fn"":2,""fp"":1,""tn"":1,""tp"":26},""development_population_count"":1014,""f1"":0.9454545454545454,""precision"":0.9629629629629629,""recall"":0.9285714285714286,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
