risk_constraint,feasible,threshold,coverage,selective_risk
0.050000000000000003,True,0.79766470448995719,0.027153558052434457,0.034482758620689655
0.10000000000000001,True,0.78384542512837085,0.04307116104868914,0.086956521739130432
0.20000000000000001,True,0.67796176854976375,0.11235955056179775,0.20000000000000001
