policy_id,eligible_trajectory_count,policy_answer_count,policy_answer_coverage,abstention_count,successful_generated_answer_count,generation_failure_or_empty_count,mean_rouge_l,median_rouge_l,mean_bertscore_f1,median_bertscore_f1,mean_unsupported_claim_rate,unsupported_claim_rate_denominator,fully_supported_response_rate,fully_supported_response_rate_denominator,response_with_any_unsupported_claim_rate,response_with_any_unsupported_claim_rate_denominator,mean_claim_support_score,mean_output_tokens,grounded_answer_yield,unsupported_answer_population_rate,answer_coverage_ci_low,grounded_answer_yield_ci_low,unsupported_answer_population_rate_ci_low,answer_coverage_ci_high,grounded_answer_yield_ci_high,unsupported_answer_population_rate_ci_high,quality_interval_status
G0,89,89,1.0,0,89,0,0.1919938130251226,0.1797752808988764,0.8874577015973208,0.8863112926483154,0.3012704707351105,89,0.4606741573033708,89,0.5393258426966292,89,0.5281658652106743,81.30337078651685,0.4606741573033708,0.5393258426966292,1.0,0.3595505617977528,0.43820224719101125,1.0,0.5617977528089888,0.6404494382022472,reported separately in policy quality interval artifact
G1,89,89,1.0,0,89,0,0.1991236388329199,0.1692307692307692,0.8878614159112566,0.8813255429267883,0.2770911360799001,89,0.4719101123595505,89,0.5280898876404494,89,0.4938969001459415,79.3932584269663,0.4719101123595505,0.5280898876404494,1.0,0.3707865168539326,0.42696629213483145,1.0,0.5730337078651685,0.6292134831460674,reported separately in policy quality interval artifact
G2,89,2,0.0224719101123595,87,2,0,0.282051282051282,0.282051282051282,0.9308756589889526,0.9308756589889526,0.0,2,1.0,2,0.0,2,0.8946101069450378,21.0,0.0224719101123595,0.0,0.0,0.0,0.0,0.056179775280898875,0.056179775280898875,0.0,tiny_sample_guard_no_quality_inference
G3,89,16,0.1797752808988764,73,16,0,0.221172141615343,0.2172595668275165,0.8916858583688736,0.89195516705513,0.2760416666666667,16,0.4375,16,0.5625,16,0.5728420995049722,77.875,0.0786516853932584,0.1011235955056179,0.10112359550561797,0.02247191011235955,0.0449438202247191,0.25842696629213485,0.1348314606741573,0.16853932584269662,reported separately in policy quality interval artifact
